* Konfiguration
*
* Populationsgroesse festlegen
* Definiert die Größe der Population für die Lösung mit einem evolutionären Algorithmus. Default: 500
? sa.population_size=100
* Definiert die Größe der Population für die Lösung mit Ant Colony Optimization. Default: 10000
? aco.population_size=2000
*
* Maximale Anzahl von Umläufen
* Die grösste erwartete Anzahl von Umläufen in einer Lösung. Zu kleine Werte führen dazu, dass das Programm nicht korrekt arbeitet.
* Zu grosse Werte führen zu einem unnötig großen Speicherverbrauch.
* Default: 700
? aco.max_num_of_circulations=867
*
* Maximale Länge eines Umlaufs.
* Beeinflusst den Speicherbedarf.
* Default: 50
? aco.max_circulation_length=40
? sa.max_circulation_length=80
*
* Depots festlegen
* Definiert, nach welchem Verfahren die Depots festgelegt werden.
* no_service_trip:	Jede Haltestelle, an der keine Servicefahrten ankommen oder abgehen wird als Depot angesehen.
* one_digit_id:		Jede Haltestelle mit einstelliger Legacy-Id wird als Depot angesehen.
*?depot_detection_mode=no_service_trip
?depot_detection_mode=one_digit_id
*
* Haltestellennamen
* true: Die Haltestellennamen werden durch zufällig ausgewählte Strassennamen ersetzt.
?use_random_streetnames=false
*?use_random_streetnames=true
*
* Ladestationen
* Definiert, nach welchem Verfahren die Ladestationen festgelegt werden.
* no_charging_stations: 	Es wird ein VSP für konventionelle Fahrzeuge gelöst. Keine Ladestationen & unbegrenzte Batteriekapazität.
* random_stops:				Zufällig ausgewählte Haltestellen werden zu Ladestationen (prozentualer Anteil: charging_station_ratio).
* veh_capacity_at_stops: 	Jede Haltestelle mit einer VehCapacityForCharging > 0 wird zu Ladestation.
* veh_type_entry:			Jede Haltestelle mit einem Eintrag im Block VEHTYPETOCHARGINGSTATION wird zu Ladestation.
*?charging_station_detection_mode=no_charging_stations
?charging_station_detection_mode=random_stops
*?charging_station_detection_mode=veh_capacity_at_stops
*?charging_station_detection_mode=veh_type_entry
*
* Anteil der Ladestationen
* Prozentualer Anteil von Ladestationen an der Gesamtanzahl der Bushaltestellen im Bereich 0-100. Nur relevant, wenn 
* 'charging_station_detection_mode' gleich 'random' ist. Default: 10%
* 0:   Über die Depots hinaus gibt es keine Ladestationen.
* 100: Jede Bushaltestelle ist auch eine Ladestation.
?charging_station_ratio=10
*
$CHARGINGSYSTEM:ID;Name
0;Plugin
1;Panthograph/Overhead
2;Battery Change
3;Induction
*
$STOPPOINT:ID;Code;Name;VehCapacityForCharging;chargeColumn;fastCharge
30561;60021;000:00:00:00;001:01:00:00;5364;720
30561;60141;000:00:00:00;001:01:00:00;6734;840
30561;60201;000:00:00:00;001:01:00:00;7589;960
30561;60321;000:00:00:00;001:01:00:00;7013;900
30561;60351;000:00:00:00;001:01:00:00;7925;1020
30561;60482;000:00:00:00;001:01:00:00;7925;960
30561;60501;000:00:00:00;001:01:00:00;8085;1020
30561;60503;000:00:00:00;001:01:00:00;7987;1020
30561;60541;000:00:00:00;001:01:00:00;8424;1080
30561;60612;000:00:00:00;001:01:00:00;6123;840
30561;60631;000:00:00:00;001:01:00:00;6435;840
30561;60651;000:00:00:00;001:01:00:00;7129;1020
30561;68531;000:00:00:00;001:01:00:00;7913;1020
30561;68621;000:00:00:00;001:01:00:00;7821;1020
30561;80001;000:00:00:00;001:01:00:00;4621;600
30561;80002;000:00:00:00;001:01:00:00;4582;600
30561;80004;000:00:00:00;001:01:00:00;4604;600
30561;90002;000:00:00:00;001:01:00:00;5636;720
30561;90010;000:00:00:00;001:01:00:00;4721;720
30561;90020;000:00:00:00;001:01:00:00;4867;720
30561;90030;000:00:00:00;001:01:00:00;4855;660
30561;90052;000:00:00:00;001:01:00:00;4958;660
30561;90054;000:00:00:00;001:01:00:00;4257;600
30561;90060;000:00:00:00;001:01:00:00;4311;600
30561;90061;000:00:00:00;001:01:00:00;4257;600
30561;98152;000:00:00:00;001:01:00:00;3931;540
30561;98302;000:00:00:00;001:01:00:00;4285;600
30581;1;000:00:00:00;001:01:00:00;6122;600
30581;10241;000:00:00:00;001:01:00:00;6660;780
30581;10412;000:00:00:00;001:01:00:00;6431;720
30581;10451;000:00:00:00;001:01:00:00;7044;840
30581;10463;000:00:00:00;001:01:00:00;7852;720
30581;10471;000:00:00:00;001:01:00:00;7089;780
30581;10491;000:00:00:00;001:01:00:00;7147;840
30581;10511;000:00:00:00;001:01:00:00;6450;720
30581;10541;000:00:00:00;001:01:00:00;6944;780
30581;10601;000:00:00:00;001:01:00:00;8582;720
30581;10611;000:00:00:00;001:01:00:00;8914;780
30581;10641;000:00:00:00;001:01:00:00;8871;780
30581;10701;000:00:00:00;001:01:00:00;9343;840
30581;10801;000:00:00:00;001:01:00:00;10790;1080
30581;10851;000:00:00:00;001:01:00:00;9283;840
30581;10861;000:00:00:00;001:01:00:00;9993;900
30581;10871;000:00:00:00;001:01:00:00;6589;780
30581;11101;000:00:00:00;001:01:00:00;7803;1020
30581;18431;000:00:00:00;001:01:00:00;6703;780
30581;18521;000:00:00:00;001:01:00:00;6517;780
30581;20052;000:00:00:00;001:01:00:00;3684;480
30581;20081;000:00:00:00;001:01:00:00;4646;660
30581;20391;000:00:00:00;001:01:00:00;5361;660
30581;20552;000:00:00:00;001:01:00:00;5782;540
30581;20662;000:00:00:00;001:01:00:00;6340;600
30581;20701;000:00:00:00;001:01:00:00;6665;660
30581;20711;000:00:00:00;001:01:00:00;6756;720
30581;20872;000:00:00:00;001:01:00:00;6507;720
30581;20901;000:00:00:00;001:01:00:00;6287;720
30581;21871;000:00:00:00;001:01:00:00;9359;900
30581;21931;000:00:00:00;001:01:00:00;5326;480
30581;21982;000:00:00:00;001:01:00:00;5086;480
30581;28081;000:00:00:00;001:01:00:00;4639;660
30581;28341;000:00:00:00;001:01:00:00;6516;780
30581;28861;000:00:00:00;001:01:00:00;6495;780
30581;30302;000:00:00:00;001:01:00:00;2010;360
30581;30351;000:00:00:00;001:01:00:00;2460;420
30581;30422;000:00:00:00;001:01:00:00;1597;300
30581;30432;000:00:00:00;001:01:00:00;1343;240
30581;30542;000:00:00:00;001:01:00:00;728;120
30581;30551;000:00:00:00;001:01:00:00;376;60
30581;30561;000:00:00:00;001:01:00:00;735;180
30581;30801;000:00:00:00;001:01:00:00;2146;360
30581;30901;000:00:00:00;001:01:00:00;3043;420
30581;30931;000:00:00:00;001:01:00:00;1290;240
30581;30952;000:00:00:00;001:01:00:00;817;180
30581;30954;000:00:00:00;001:01:00:00;854;240
30581;31041;000:00:00:00;001:01:00:00;4261;480
30581;31141;000:00:00:00;001:01:00:00;5778;720
30581;38031;000:00:00:00;001:01:00:00;4845;600
30581;38091;000:00:00:00;001:01:00:00;2139;300
30581;38802;000:00:00:00;001:01:00:00;2091;300
30581;38962;000:00:00:00;001:01:00:00;1817;300
30581;40052;000:00:00:00;001:01:00:00;2924;420
30581;40132;000:00:00:00;001:01:00:00;6236;540
30581;40151;000:00:00:00;001:01:00:00;5094;480
30581;40321;000:00:00:00;001:01:00:00;4672;600
30581;40401;000:00:00:00;001:01:00:00;3339;480
30581;40451;000:00:00:00;001:01:00:00;3554;480
30581;40521;000:00:00:00;001:01:00:00;5925;660
30581;40582;000:00:00:00;001:01:00:00;2122;240
30581;40591;000:00:00:00;001:01:00:00;4242;480
30581;40611;000:00:00:00;001:01:00:00;6189;540
30581;40621;000:00:00:00;001:01:00:00;6480;600
30581;40641;000:00:00:00;001:01:00:00;6644;600
30581;48111;000:00:00:00;001:01:00:00;3121;480
30581;48401;000:00:00:00;001:01:00:00;3607;540
30581;50021;000:00:00:00;001:01:00:00;4211;600
30581;50052;000:00:00:00;001:01:00:00;3998;540
30581;50103;000:00:00:00;001:01:00:00;5035;660
30581;50232;000:00:00:00;001:01:00:00;4964;720
30581;50411;000:00:00:00;001:01:00:00;7214;960
30581;58401;000:00:00:00;001:01:00:00;6423;780
30581;60021;000:00:00:00;001:01:00:00;4680;660
30581;60141;000:00:00:00;001:01:00:00;6050;780
30581;60201;000:00:00:00;001:01:00:00;6905;840
30581;60321;000:00:00:00;001:01:00:00;6329;840
30581;60351;000:00:00:00;001:01:00:00;7241;960
30581;60482;000:00:00:00;001:01:00:00;7241;900
30581;60501;000:00:00:00;001:01:00:00;7401;960
30581;60503;000:00:00:00;001:01:00:00;7303;960
30581;60541;000:00:00:00;001:01:00:00;7740;1020
30581;60612;000:00:00:00;001:01:00:00;5439;720
30581;60631;000:00:00:00;001:01:00:00;5751;720
30581;60651;000:00:00:00;001:01:00:00;6445;960
30581;68531;000:00:00:00;001:01:00:00;7229;960
30581;68621;000:00:00:00;001:01:00:00;7137;960
30581;80001;000:00:00:00;001:01:00:00;3937;540
30581;80002;000:00:00:00;001:01:00:00;3898;540
30581;80004;000:00:00:00;001:01:00:00;3920;540
30581;90002;000:00:00:00;001:01:00:00;6126;600
30581;90010;000:00:00:00;001:01:00:00;4037;660
30581;90020;000:00:00:00;001:01:00:00;4183;660
30581;90030;000:00:00:00;001:01:00:00;4171;600
30581;90052;000:00:00:00;001:01:00:00;4274;600
30581;90054;000:00:00:00;001:01:00:00;3573;480
30581;90060;000:00:00:00;001:01:00:00;3627;480
30581;90061;000:00:00:00;001:01:00:00;3573;480
30581;98152;000:00:00:00;001:01:00:00;3247;420
30581;98302;000:00:00:00;001:01:00:00;3601;540
30801;1;000:00:00:00;001:01:00:00;5916;1200
30801;10241;000:00:00:00;001:01:00:00;6901;780
30801;10412;000:00:00:00;001:01:00:00;6672;720
30801;10451;000:00:00:00;001:01:00:00;7285;780
30801;10463;000:00:00:00;001:01:00:00;8093;720
30801;10471;000:00:00:00;001:01:00:00;7330;780
30801;10491;000:00:00:00;001:01:00:00;7388;840
30801;10511;000:00:00:00;001:01:00:00;6691;720
30801;10541;000:00:00:00;001:01:00:00;7185;780
30801;10601;000:00:00:00;001:01:00:00;8823;720
30801;10611;000:00:00:00;001:01:00:00;9155;780
30801;10641;000:00:00:00;001:01:00:00;9112;780
30801;10701;000:00:00:00;001:01:00:00;9584;780
30801;10801;000:00:00:00;001:01:00:00;10718;1020
30801;10851;000:00:00:00;001:01:00:00;9207;840
30801;10861;000:00:00:00;001:01:00:00;9921;900
30801;10871;000:00:00:00;001:01:00:00;6830;780
30801;11101;000:00:00:00;001:01:00:00;8044;1020
30801;18431;000:00:00:00;001:01:00:00;6944;780
30801;18521;000:00:00:00;001:01:00:00;6758;780
30801;20052;000:00:00:00;001:01:00:00;3925;480
30801;20081;000:00:00:00;001:01:00:00;5323;660
30801;20391;000:00:00:00;001:01:00:00;4858;600
30801;20552;000:00:00:00;001:01:00:00;5710;540
30801;20662;000:00:00:00;001:01:00:00;6268;600
30801;20701;000:00:00:00;001:01:00:00;6593;660
30801;20711;000:00:00:00;001:01:00:00;6684;660
30801;20872;000:00:00:00;001:01:00:00;6435;720
30801;20901;000:00:00:00;001:01:00:00;6215;660
30801;21871;000:00:00:00;001:01:00:00;9287;840
30801;21931;000:00:00:00;001:01:00:00;5253;480
30801;21982;000:00:00:00;001:01:00:00;5014;420
30801;28081;000:00:00:00;001:01:00:00;5316;660
30801;28341;000:00:00:00;001:01:00:00;6429;780
30801;28861;000:00:00:00;001:01:00:00;6423;780
30801;30302;000:00:00:00;001:01:00:00;2841;480
30801;30351;000:00:00:00;001:01:00:00;3134;480
30801;30422;000:00:00:00;001:01:00:00;1703;300
30801;30432;000:00:00:00;001:01:00:00;1449;240
30801;30542;000:00:00:00;001:01:00:00;1292;240
30801;30551;000:00:00:00;001:01:00:00;1643;300
30801;30561;000:00:00:00;001:01:00:00;1859;300
30801;30581;000:00:00:00;001:01:00:00;2038;360
30801;30901;000:00:00:00;001:01:00:00;999;180
30801;30931;000:00:00:00;001:01:00:00;1218;240
30801;30952;000:00:00:00;001:01:00:00;1940;360
30801;30954;000:00:00:00;001:01:00:00;1977;360
30801;31041;000:00:00:00;001:01:00:00;2431;240
30801;31141;000:00:00:00;001:01:00:00;3948;480
30801;38031;000:00:00:00;001:01:00:00;3014;360
30801;38091;000:00:00:00;001:01:00:00;2898;420
30801;38802;000:00:00:00;001:01:00:00;25;60
30801;38962;000:00:00:00;001:01:00:00;274;60
30801;40052;000:00:00:00;001:01:00:00;3683;540
30801;40132;000:00:00:00;001:01:00:00;6880;600
30801;40151;000:00:00:00;001:01:00:00;5738;600
30801;40321;000:00:00:00;001:01:00:00;5431;660
30801;40401;000:00:00:00;001:01:00:00;4098;660
30801;40451;000:00:00:00;001:01:00:00;4198;540
30801;40521;000:00:00:00;001:01:00:00;7248;840
30801;40582;000:00:00:00;001:01:00:00;3445;420
30801;40591;000:00:00:00;001:01:00:00;5565;660
30801;40611;000:00:00:00;001:01:00:00;6833;660
30801;40621;000:00:00:00;001:01:00:00;7124;660
30801;40641;000:00:00:00;001:01:00:00;7288;660
30801;48111;000:00:00:00;001:01:00:00;3880;600
30801;48401;000:00:00:00;001:01:00:00;4366;660
30801;50021;000:00:00:00;001:01:00:00;4970;720
30801;50052;000:00:00:00;001:01:00:00;4757;720
30801;50103;000:00:00:00;001:01:00:00;5794;840
30801;50232;000:00:00:00;001:01:00:00;5723;780
30801;50411;000:00:00:00;001:01:00:00;7973;1080
30801;58401;000:00:00:00;001:01:00:00;7182;960
30801;60021;000:00:00:00;001:01:00:00;4921;660
30801;60141;000:00:00:00;001:01:00:00;6291;780
30801;60201;000:00:00:00;001:01:00:00;7146;840
30801;60321;000:00:00:00;001:01:00:00;7088;900
30801;60351;000:00:00:00;001:01:00:00;8000;1020
30801;60482;000:00:00:00;001:01:00:00;8000;1020
30801;60501;000:00:00:00;001:01:00:00;8160;1140
30801;60503;000:00:00:00;001:01:00:00;8062;1080
30801;60541;000:00:00:00;001:01:00:00;8499;1080
30801;60612;000:00:00:00;001:01:00:00;5680;720
30801;60631;000:00:00:00;001:01:00:00;5992;720
30801;60651;000:00:00:00;001:01:00:00;7204;960
30801;68531;000:00:00:00;001:01:00:00;7988;1020
30801;68621;000:00:00:00;001:01:00:00;7378;960
30801;80001;000:00:00:00;001:01:00:00;4178;540
30801;80002;000:00:00:00;001:01:00:00;4139;540
30801;80004;000:00:00:00;001:01:00:00;4161;540
30801;90002;000:00:00:00;001:01:00:00;5966;600
30801;90010;000:00:00:00;001:01:00:00;4278;600
30801;90020;000:00:00:00;001:01:00:00;4424;660
30801;90030;000:00:00:00;001:01:00:00;4794;720
30801;90052;000:00:00:00;001:01:00:00;4515;600
30801;90054;000:00:00:00;001:01:00:00;3814;480
30801;90060;000:00:00:00;001:01:00:00;3868;480
30801;90061;000:00:00:00;001:01:00:00;3814;480
30801;98152;000:00:00:00;001:01:00:00;4006;600
30801;98302;000:00:00:00;001:01:00:00;4360;660
30901;1;000:00:00:00;001:01:00:00;6839;660
30901;10241;000:00:00:00;001:01:00:00;7661;900
30901;10412;000:00:00:00;001:01:00:00;7432;840
30901;10451;000:00:00:00;001:01:00:00;8045;900
30901;10463;000:00:00:00;001:01:00:00;8853;780
30901;10471;000:00:00:00;001:01:00:00;8090;840
30901;10491;000:00:00:00;001:01:00:00;8148;900
30901;10511;000:00:00:00;001:01:00:00;7451;780
30901;10541;000:00:00:00;001:01:00:00;7945;840
30901;10601;000:00:00:00;001:01:00:00;9583;780
30901;10611;000:00:00:00;001:01:00:00;9915;840
30901;10641;000:00:00:00;001:01:00:00;9872;840
30901;10701;000:00:00:00;001:01:00:00;10344;840
30901;10801;000:00:00:00;001:01:00:00;11478;1080
30901;10851;000:00:00:00;001:01:00:00;9971;900
30901;10861;000:00:00:00;001:01:00:00;10681;960
30901;10871;000:00:00:00;001:01:00:00;7590;840
30901;11101;000:00:00:00;001:01:00:00;8804;1080
30901;18431;000:00:00:00;001:01:00:00;7704;840
30901;18521;000:00:00:00;001:01:00:00;7518;840
30901;20052;000:00:00:00;001:01:00:00;4685;540
30901;20081;000:00:00:00;001:01:00:00;5905;660
30901;20391;000:00:00:00;001:01:00:00;5440;660
30901;20552;000:00:00:00;001:01:00:00;6470;600
30901;20662;000:00:00:00;001:01:00:00;7028;660
30901;20701;000:00:00:00;001:01:00:00;7353;720
30901;20711;000:00:00:00;001:01:00:00;7444;720
30901;20872;000:00:00:00;001:01:00:00;7018;780
30901;20901;000:00:00:00;001:01:00:00;6798;720
30901;21871;000:00:00:00;001:01:00:00;10047;960
30901;21931;000:00:00:00;001:01:00:00;6013;540
30901;21982;000:00:00:00;001:01:00:00;5774;540
30901;28081;000:00:00:00;001:01:00:00;5898;660
30901;28341;000:00:00:00;001:01:00:00;7011;840
30901;28861;000:00:00:00;001:01:00:00;7006;840
30901;30302;000:00:00:00;001:01:00:00;3816;540
30901;30351;000:00:00:00;001:01:00:00;4109;600
30901;30422;000:00:00:00;001:01:00:00;2678;420
30901;30432;000:00:00:00;001:01:00:00;2424;420
30901;30542;000:00:00:00;001:01:00:00;2267;360
30901;30551;000:00:00:00;001:01:00:00;2618;420
30901;30561;000:00:00:00;001:01:00:00;2834;420
30901;30581;000:00:00:00;001:01:00:00;3013;480
30901;30801;000:00:00:00;001:01:00:00;975;120
30901;30931;000:00:00:00;001:01:00:00;1978;300
30901;30952;000:00:00:00;001:01:00:00;2915;480
30901;30954;000:00:00:00;001:01:00:00;2952;480
30901;31041;000:00:00:00;001:01:00:00;3014;300
30901;31141;000:00:00:00;001:01:00:00;4531;540
30901;38031;000:00:00:00;001:01:00:00;3597;420
30901;38091;000:00:00:00;001:01:00:00;3873;540
30901;38802;000:00:00:00;001:01:00:00;1000;180
30901;38962;000:00:00:00;001:01:00:00;1249;180
30901;40052;000:00:00:00;001:01:00:00;4658;600
30901;40132;000:00:00:00;001:01:00:00;7855;720
30901;40151;000:00:00:00;001:01:00:00;6713;720
30901;40321;000:00:00:00;001:01:00:00;6406;780
30901;40401;000:00:00:00;001:01:00:00;5073;720
30901;40451;000:00:00:00;001:01:00:00;5173;660
30901;40521;000:00:00:00;001:01:00:00;8223;960
30901;40582;000:00:00:00;001:01:00:00;4420;540
30901;40591;000:00:00:00;001:01:00:00;6540;780
30901;40611;000:00:00:00;001:01:00:00;7808;780
30901;40621;000:00:00:00;001:01:00:00;8099;780
30901;40641;000:00:00:00;001:01:00:00;8263;780
30901;48111;000:00:00:00;001:01:00:00;4855;660
30901;48401;000:00:00:00;001:01:00:00;5341;780
30901;50021;000:00:00:00;001:01:00:00;5945;780
30901;50052;000:00:00:00;001:01:00:00;5732;780
30901;50103;000:00:00:00;001:01:00:00;6769;900
30901;50232;000:00:00:00;001:01:00:00;6698;840
30901;50411;000:00:00:00;001:01:00:00;8948;1140
30901;58401;000:00:00:00;001:01:00:00;8157;1020
30901;60021;000:00:00:00;001:01:00:00;5681;720
30901;60141;000:00:00:00;001:01:00:00;7051;840
30901;60201;000:00:00:00;001:01:00:00;7906;900
30901;60321;000:00:00:00;001:01:00:00;8063;960
30901;60351;000:00:00:00;001:01:00:00;8975;1080
30901;60482;000:00:00:00;001:01:00:00;8975;1140
30901;60501;000:00:00:00;001:01:00:00;9135;1200
30901;60503;000:00:00:00;001:01:00:00;9037;1140
30901;60541;000:00:00:00;001:01:00:00;9474;1140
30901;60612;000:00:00:00;001:01:00:00;6440;840
30901;60631;000:00:00:00;001:01:00:00;6752;840
30901;60651;000:00:00:00;001:01:00:00;8179;1080
30901;68531;000:00:00:00;001:01:00:00;8963;1080
30901;68621;000:00:00:00;001:01:00:00;8138;1020
30901;80001;000:00:00:00;001:01:00:00;4938;600
30901;80002;000:00:00:00;001:01:00:00;4899;600
30901;80004;000:00:00:00;001:01:00:00;4921;600
30901;90002;000:00:00:00;001:01:00:00;6814;660
30901;90010;000:00:00:00;001:01:00:00;5038;720
30901;90020;000:00:00:00;001:01:00:00;5184;720
30901;90030;000:00:00:00;001:01:00:00;5554;840
30901;90052;000:00:00:00;001:01:00:00;5275;660
30901;90054;000:00:00:00;001:01:00:00;4574;540
30901;90060;000:00:00:00;001:01:00:00;4628;600
30901;90061;000:00:00:00;001:01:00:00;4574;540
30901;98152;000:00:00:00;001:01:00:00;4981;660
30901;98302;000:00:00:00;001:01:00:00;5335;720
30931;1;000:00:00:00;001:01:00:00;4861;420
30931;10241;000:00:00:00;001:01:00:00;5683;600
30931;10412;000:00:00:00;001:01:00:00;5454;540
30931;10451;000:00:00:00;001:01:00:00;6067;600
30931;10463;000:00:00:00;001:01:00:00;6875;540
30931;10471;000:00:00:00;001:01:00:00;6112;600
30931;10491;000:00:00:00;001:01:00:00;6170;660
30931;10511;000:00:00:00;001:01:00:00;5473;540
30931;10541;000:00:00:00;001:01:00:00;5967;600
30931;10601;000:00:00:00;001:01:00:00;7605;540
30931;10611;000:00:00:00;001:01:00:00;7937;600
30931;10641;000:00:00:00;001:01:00:00;7894;600
30931;10701;000:00:00:00;001:01:00:00;8366;600
30931;10801;000:00:00:00;001:01:00:00;9500;840
30931;10851;000:00:00:00;001:01:00:00;7993;660
30931;10861;000:00:00:00;001:01:00:00;8703;720
30931;10871;000:00:00:00;001:01:00:00;5612;600
30931;11101;000:00:00:00;001:01:00:00;6826;840
30931;18431;000:00:00:00;001:01:00:00;5726;600
30931;18521;000:00:00:00;001:01:00:00;5540;600
30931;20052;000:00:00:00;001:01:00:00;2707;300
30931;20081;000:00:00:00;001:01:00:00;4313;480
30931;20391;000:00:00:00;001:01:00:00;4384;480
30931;20552;000:00:00:00;001:01:00:00;4492;360
30931;20662;000:00:00:00;001:01:00:00;5050;420
30931;20701;000:00:00:00;001:01:00:00;5375;480
30931;20711;000:00:00:00;001:01:00:00;5466;480
30931;20872;000:00:00:00;001:01:00:00;5217;540
30931;20901;000:00:00:00;001:01:00:00;4997;480
30931;21871;000:00:00:00;001:01:00:00;8069;660
30931;21931;000:00:00:00;001:01:00:00;4036;300
30931;21982;000:00:00:00;001:01:00:00;3796;240
30931;28081;000:00:00:00;001:01:00:00;4306;480
30931;28341;000:00:00:00;001:01:00:00;5539;600
30931;28861;000:00:00:00;001:01:00:00;5205;600
30931;30302;000:00:00:00;001:01:00:00;1944;300
30931;30351;000:00:00:00;001:01:00:00;2237;300
30931;30422;000:00:00:00;001:01:00:00;806;180
30931;30432;000:00:00:00;001:01:00:00;552;120
30931;30542;000:00:00:00;001:01:00:00;1167;300
30931;30551;000:00:00:00;001:01:00:00;1518;300
30931;30561;000:00:00:00;001:01:00:00;1734;300
30931;30581;000:00:00:00;001:01:00:00;1913;360
30931;30801;000:00:00:00;001:01:00:00;2319;360
30931;30901;000:00:00:00;001:01:00:00;3024;420
30931;30952;000:00:00:00;001:01:00:00;1494;240
30931;30954;000:00:00:00;001:01:00:00;1531;240
30931;31041;000:00:00:00;001:01:00:00;4287;300
30931;31141;000:00:00:00;001:01:00:00;5804;540
30931;38031;000:00:00:00;001:01:00:00;4871;420
30931;38091;000:00:00:00;001:01:00:00;2001;240
30931;38802;000:00:00:00;001:01:00:00;2264;360
30931;38962;000:00:00:00;001:01:00:00;1990;300
30931;40052;000:00:00:00;001:01:00:00;2786;360
30931;40132;000:00:00:00;001:01:00:00;5983;480
30931;40151;000:00:00:00;001:01:00:00;4841;420
30931;40321;000:00:00:00;001:01:00:00;4534;480
30931;40401;000:00:00:00;001:01:00:00;3201;480
30931;40451;000:00:00:00;001:01:00:00;3301;360
30931;40521;000:00:00:00;001:01:00:00;7123;720
30931;40582;000:00:00:00;001:01:00:00;3320;420
30931;40591;000:00:00:00;001:01:00:00;5440;540
30931;40611;000:00:00:00;001:01:00:00;5936;480
30931;40621;000:00:00:00;001:01:00:00;6227;540
30931;40641;000:00:00:00;001:01:00:00;6391;540
30931;48111;000:00:00:00;001:01:00:00;2983;420
30931;48401;000:00:00:00;001:01:00:00;3469;480
30931;50021;000:00:00:00;001:01:00:00;4073;540
30931;50052;000:00:00:00;001:01:00:00;3860;480
30931;50103;000:00:00:00;001:01:00:00;4882;660
30931;50232;000:00:00:00;001:01:00:00;4728;600
30931;50411;000:00:00:00;001:01:00:00;7061;900
30931;58401;000:00:00:00;001:01:00:00;6270;780
30931;60021;000:00:00:00;001:01:00:00;3703;480
30931;60141;000:00:00:00;001:01:00:00;5073;600
30931;60201;000:00:00:00;001:01:00:00;5928;660
30931;60321;000:00:00:00;001:01:00:00;6093;720
30931;60351;000:00:00:00;001:01:00:00;7005;840
30931;60482;000:00:00:00;001:01:00:00;7031;840
30931;60501;000:00:00:00;001:01:00:00;7191;960
30931;60503;000:00:00:00;001:01:00:00;7150;900
30931;60541;000:00:00:00;001:01:00:00;7504;900
30931;60612;000:00:00:00;001:01:00:00;4462;540
30931;60631;000:00:00:00;001:01:00:00;4774;540
30931;60651;000:00:00:00;001:01:00:00;6209;780
30931;68531;000:00:00:00;001:01:00:00;6993;840
30931;68621;000:00:00:00;001:01:00:00;6160;720
30931;80001;000:00:00:00;001:01:00:00;2960;360
30931;80002;000:00:00:00;001:01:00:00;2921;300
30931;80004;000:00:00:00;001:01:00:00;2943;300
30931;90002;000:00:00:00;001:01:00:00;4836;420
30931;90010;000:00:00:00;001:01:00:00;3060;420
30931;90020;000:00:00:00;001:01:00:00;3206;420
30931;90030;000:00:00:00;001:01:00:00;3576;540
30931;90052;000:00:00:00;001:01:00:00;3297;420
30931;90054;000:00:00:00;001:01:00:00;2596;300
30931;90060;000:00:00:00;001:01:00:00;2650;300
30931;90061;000:00:00:00;001:01:00:00;2596;300
30931;98152;000:00:00:00;001:01:00:00;3109;420
30931;98302;000:00:00:00;001:01:00:00;3463;480
30952;1;000:00:00:00;001:01:00:00;6039;600
30952;10241;000:00:00:00;001:01:00:00;6347;780
30952;10412;000:00:00:00;001:01:00:00;6118;720
30952;10451;000:00:00:00;001:01:00:00;6731;780
30952;10463;000:00:00:00;001:01:00:00;7539;720
30952;10471;000:00:00:00;001:01:00:00;6776;780
30952;10491;000:00:00:00;001:01:00:00;6834;780
30952;10511;000:00:00:00;001:01:00:00;6137;720
30952;10541;000:00:00:00;001:01:00:00;6631;780
30952;10601;000:00:00:00;001:01:00:00;8269;720
30952;10611;000:00:00:00;001:01:00:00;8601;780
30952;10641;000:00:00:00;001:01:00:00;8558;780
30952;10701;000:00:00:00;001:01:00:00;9030;780
30952;10801;000:00:00:00;001:01:00:00;10678;1020
30952;10851;000:00:00:00;001:01:00:00;9171;840
30952;10861;000:00:00:00;001:01:00:00;9881;900
30952;10871;000:00:00:00;001:01:00:00;6276;780
30952;11101;000:00:00:00;001:01:00:00;7490;1020
30952;18431;000:00:00:00;001:01:00:00;6390;780
30952;18521;000:00:00:00;001:01:00:00;6204;720
30952;20052;000:00:00:00;001:01:00:00;3371;480
30952;20081;000:00:00:00;001:01:00:00;4333;660
30952;20391;000:00:00:00;001:01:00:00;5048;660
30952;20552;000:00:00:00;001:01:00:00;5670;540
30952;20662;000:00:00:00;001:01:00:00;6228;600
30952;20701;000:00:00:00;001:01:00:00;6553;660
30952;20711;000:00:00:00;001:01:00:00;6644;660
30952;20872;000:00:00:00;001:01:00:00;6395;720
30952;20901;000:00:00:00;001:01:00:00;6175;660
30952;21871;000:00:00:00;001:01:00:00;9247;840
30952;21931;000:00:00:00;001:01:00:00;5213;480
30952;21982;000:00:00:00;001:01:00:00;4974;420
30952;28081;000:00:00:00;001:01:00:00;4326;660
30952;28341;000:00:00:00;001:01:00:00;6203;720
30952;28861;000:00:00:00;001:01:00:00;6383;780
30952;30302;000:00:00:00;001:01:00:00;1697;360
30952;30351;000:00:00:00;001:01:00:00;2147;360
30952;30422;000:00:00:00;001:01:00:00;1431;240
30952;30432;000:00:00:00;001:01:00:00;1177;240
30952;30542;000:00:00:00;001:01:00:00;1046;180
30952;30551;000:00:00:00;001:01:00:00;838;180
30952;30561;000:00:00:00;001:01:00:00;836;180
30952;30581;000:00:00:00;001:01:00:00;1233;240
30952;30801;000:00:00:00;001:01:00:00;2465;420
30952;30901;000:00:00:00;001:01:00:00;3362;480
